trial_count	CURRENT_FIX_INTEREST_AREAS	CURRENT_FIX_START	CURRENT_FIX_END	verb_onset	Sentence_duration_ms
28	[ 3]	4849	5408	0	0
28	[ 3]	5430	5902	0	0
28	[ 3]	5921	6336	0	0
28	[ ]	6380	6489	0	0
29	[ ]	7	505	0	0
29	[ ]	531	737	0	0
29	[ ]	824	1011	0	0
29	[ ]	1019	1456	0	0
29	[ ]	1476	1682	0	0
29	[ ]	1700	1878	0	0
29	[ ]	1891	2597	0	0
29	[ ]	2727	2937	0	0
29	[ ]	3099	3298	0	0
29	[ ]	3321	3487	0	0
29	[ ]	3500	3983	0	0
29	[ 3]	4006	4184	0	0
29	[ ]	4206	4439	0	0
29	[ 4]	4483	4727	0	0
29	[ 3]	4768	5149	0	0
29	[ 3]	5297	5357	0	0
29	[ 3]	5530	5731	0	0
29	[ 1]	5795	6342	0	0
29	[ 1]	6428	6542	0	0
29	[ 1]	6583	6838	0	0
29	[ 1]	6854	6875	0	0
29	[ 1]	7041	7423	0	0
29	[ ]	7517	7751	0	0
30	[ ]	7	1922	3081.022	0
30	[ ]	1932	2312	3081.022	0
30	[ ]	2473	2747	3081.022	0
30	[ ]	2763	3166	3081.022	0
30	[ ]	3186	3386	3081.022	0
30	[ 4]	3427	3858	3081.022	0
30	[ 4]	3894	4078	3081.022	0
30	[ 4]	4103	4388	3081.022	0
30	[ 4]	4417	4540	3081.022	0
30	[ 2]	4598	4827	3081.022	0
30	[ 2]	4844	4991	3081.022	0
30	[ 3]	5077	5333	3081.022	0
30	[ 3]	5358	5406	3081.022	0
30	[ 2]	5452	5695	3081.022	0
30	[ 2]	5714	6048	3081.022	0
30	[ 2]	6072	6455	3081.022	0
30	[ 1]	6516	6769	3081.022	0
30	[ 1]	6794	7573	3081.022	0
31	[ ]	7	168	2566.177	0
31	[ ]	191	691	2566.177	0
31	[ ]	703	831	2566.177	0
31	[ ]	852	1596	2566.177	0
31	[ ]	1689	1866	2566.177	0
31	[ 4]	1893	2042	2566.177	0
